student_id,first_name,last_name,email_address,course_id,grades,marks
100058,David,Miller,david.miller3@sjsu.edu,DATA201,D,55
100058,David,Miller,david.miller3@sjsu.edu,DATA202,C,91
100059,Robert,Rodriguez,robert.rodriguez1@sjsu.edu,ISDA204,C,93
100059,Robert,Rodriguez,robert.rodriguez1@sjsu.edu,ISDA200,C,93
100059,Robert,Rodriguez,robert.rodriguez1@sjsu.edu,DATA200,C,72
100059,Robert,Rodriguez,robert.rodriguez1@sjsu.edu,DATA202,B,92
100060,Alex,Jones,alex.jones@sjsu.edu,DATA204,F,85
100060,Alex,Jones,alex.jones@sjsu.edu,DATA201,F,65
100060,Alex,Jones,alex.jones@sjsu.edu,DATA203,D,57
100060,Alex,Jones,alex.jones@sjsu.edu,DATA200,A,57
100061,David,Brown,david.brown1@sjsu.edu,DATA203,A,95
100061,David,Brown,david.brown1@sjsu.edu,DATA201,D,90
100061,David,Brown,david.brown1@sjsu.edu,ISDA204,C,92
100062,Sarah,Jones,sarah.jones@sjsu.edu,ISDA202,C,83
100062,Sarah,Jones,sarah.jones@sjsu.edu,DATA203,B,92
100062,Sarah,Jones,sarah.jones@sjsu.edu,ISDA204,C,95
100062,Sarah,Jones,sarah.jones@sjsu.edu,ISDA203,B,53
100063,Sarah,Garcia,sarah.garcia1@sjsu.edu,DATA204,C,68
100063,Sarah,Garcia,sarah.garcia1@sjsu.edu,ISDA200,C,91
100063,Sarah,Garcia,sarah.garcia1@sjsu.edu,DATA203,D,85
100063,Sarah,Garcia,sarah.garcia1@sjsu.edu,ISDA203,B,77
100064,Michael,Garcia,michael.garcia@sjsu.edu,DATA202,A,55
100064,Michael,Garcia,michael.garcia@sjsu.edu,DATA200,A,83
100064,Michael,Garcia,michael.garcia@sjsu.edu,DATA201,F,53
100064,Michael,Garcia,michael.garcia@sjsu.edu,ISDA203,B,99
100065,Laura,Brown,laura.brown@sjsu.edu,DATA203,B,92
100065,Laura,Brown,laura.brown@sjsu.edu,ISDA201,F,65
100065,Laura,Brown,laura.brown@sjsu.edu,ISDA200,F,56
100065,Laura,Brown,laura.brown@sjsu.edu,DATA201,F,60
100066,Emily,Miller,emily.miller1@sjsu.edu,ISDA200,F,50
100066,Emily,Miller,emily.miller1@sjsu.edu,DATA204,C,86
100066,Emily,Miller,emily.miller1@sjsu.edu,ISDA202,F,61
100067,Emma,Brown,emma.brown@sjsu.edu,ISDA202,A,86
100067,Emma,Brown,emma.brown@sjsu.edu,ISDA203,C,68
100067,Emma,Brown,emma.brown@sjsu.edu,DATA201,B,98
100067,Emma,Brown,emma.brown@sjsu.edu,DATA204,D,78
100068,Jane,Martinez,jane.martinez@sjsu.edu,DATA204,D,96
100068,Jane,Martinez,jane.martinez@sjsu.edu,ISDA200,F,96
100068,Jane,Martinez,jane.martinez@sjsu.edu,ISDA203,C,99
100069,Alex,Davis,alex.davis3@sjsu.edu,DATA204,B,88
100069,Alex,Davis,alex.davis3@sjsu.edu,ISDA204,F,60
100069,Alex,Davis,alex.davis3@sjsu.edu,DATA202,F,82
100069,Alex,Davis,alex.davis3@sjsu.edu,ISDA203,F,53
100070,Emma,Martinez,emma.martinez@sjsu.edu,DATA203,F,95
100070,Emma,Martinez,emma.martinez@sjsu.edu,DATA200,A,77
100070,Emma,Martinez,emma.martinez@sjsu.edu,ISDA203,F,57
100070,Emma,Martinez,emma.martinez@sjsu.edu,ISDA202,D,86
100071,David,Davis,david.davis@sjsu.edu,DATA203,D,90
100071,David,Davis,david.davis@sjsu.edu,ISDA204,C,54
100071,David,Davis,david.davis@sjsu.edu,DATA204,B,98
100072,Jane,Martinez,jane.martinez1@sjsu.edu,DATA202,B,71
100072,Jane,Martinez,jane.martinez1@sjsu.edu,ISDA201,B,99
100072,Jane,Martinez,jane.martinez1@sjsu.edu,DATA200,F,87
100072,Jane,Martinez,jane.martinez1@sjsu.edu,ISDA200,D,72
100073,Robert,Miller,robert.miller1@sjsu.edu,ISDA202,C,91
100073,Robert,Miller,robert.miller1@sjsu.edu,ISDA200,F,80
100073,Robert,Miller,robert.miller1@sjsu.edu,ISDA201,D,76
100073,Robert,Miller,robert.miller1@sjsu.edu,DATA202,A,55
100074,David,Williams,david.williams1@sjsu.edu,DATA204,A,70
100074,David,Williams,david.williams1@sjsu.edu,ISDA201,A,74
100074,David,Williams,david.williams1@sjsu.edu,DATA203,F,98
100075,Alex,Smith,alex.smith1@sjsu.edu,DATA203,C,81
100075,Alex,Smith,alex.smith1@sjsu.edu,DATA204,D,63
100075,Alex,Smith,alex.smith1@sjsu.edu,ISDA202,C,72
100075,Alex,Smith,alex.smith1@sjsu.edu,DATA202,F,61
100076,Sarah,Jones,sarah.jones1@sjsu.edu,DATA203,C,96
100076,Sarah,Jones,sarah.jones1@sjsu.edu,ISDA201,B,90
100076,Sarah,Jones,sarah.jones1@sjsu.edu,ISDA200,C,61
100077,Jane,Johnson,jane.johnson@sjsu.edu,DATA201,D,73
100077,Jane,Johnson,jane.johnson@sjsu.edu,DATA204,A,93
100077,Jane,Johnson,jane.johnson@sjsu.edu,ISDA203,C,50
100077,Jane,Johnson,jane.johnson@sjsu.edu,DATA203,B,68
100078,Michael,Garcia,michael.garcia1@sjsu.edu,ISDA204,C,71
100078,Michael,Garcia,michael.garcia1@sjsu.edu,ISDA203,C,71
100078,Michael,Garcia,michael.garcia1@sjsu.edu,DATA202,D,91
100079,Emily,Johnson,emily.johnson@sjsu.edu,ISDA201,D,51
100079,Emily,Johnson,emily.johnson@sjsu.edu,DATA200,A,89
100079,Emily,Johnson,emily.johnson@sjsu.edu,ISDA204,B,64
100080,Michael,Smith,michael.smith1@sjsu.edu,ISDA200,D,89
100080,Michael,Smith,michael.smith1@sjsu.edu,DATA202,F,53
100080,Michael,Smith,michael.smith1@sjsu.edu,DATA203,F,87
100080,Michael,Smith,michael.smith1@sjsu.edu,DATA204,B,66
100081,John,Garcia,john.garcia1@sjsu.edu,DATA204,C,50
100081,John,Garcia,john.garcia1@sjsu.edu,DATA200,D,61
100081,John,Garcia,john.garcia1@sjsu.edu,ISDA200,D,57
100081,John,Garcia,john.garcia1@sjsu.edu,ISDA201,A,94
100082,David,Miller,david.miller4@sjsu.edu,DATA201,F,53
100082,David,Miller,david.miller4@sjsu.edu,ISDA201,C,87
100082,David,Miller,david.miller4@sjsu.edu,ISDA204,F,70
100083,Robert,Martinez,robert.martinez@sjsu.edu,ISDA203,B,73
100083,Robert,Martinez,robert.martinez@sjsu.edu,DATA201,A,69
100083,Robert,Martinez,robert.martinez@sjsu.edu,DATA204,D,53
100083,Robert,Martinez,robert.martinez@sjsu.edu,ISDA202,C,51
100084,Robert,Smith,robert.smith@sjsu.edu,DATA201,A,89
100084,Robert,Smith,robert.smith@sjsu.edu,ISDA204,C,93
100084,Robert,Smith,robert.smith@sjsu.edu,ISDA201,F,54
100084,Robert,Smith,robert.smith@sjsu.edu,ISDA203,D,66
100085,Jane,Johnson,jane.johnson1@sjsu.edu,DATA200,B,55
100085,Jane,Johnson,jane.johnson1@sjsu.edu,DATA201,F,99
100085,Jane,Johnson,jane.johnson1@sjsu.edu,ISDA201,C,64
100086,David,Jones,david.jones1@sjsu.edu,DATA202,A,52
100086,David,Jones,david.jones1@sjsu.edu,ISDA201,C,67
100086,David,Jones,david.jones1@sjsu.edu,DATA201,A,54
100086,David,Jones,david.jones1@sjsu.edu,ISDA203,A,57
100087,Michael,Smith,michael.smith2@sjsu.edu,ISDA201,A,56
100087,Michael,Smith,michael.smith2@sjsu.edu,ISDA202,A,61
100087,Michael,Smith,michael.smith2@sjsu.edu,ISDA203,D,70
100087,Michael,Smith,michael.smith2@sjsu.edu,DATA200,D,68
100088,Emma,Williams,emma.williams@sjsu.edu,DATA202,B,66
100088,Emma,Williams,emma.williams@sjsu.edu,ISDA203,F,53
100088,Emma,Williams,emma.williams@sjsu.edu,DATA200,B,97
100088,Emma,Williams,emma.williams@sjsu.edu,ISDA201,F,90
100089,John,Miller,john.miller@sjsu.edu,ISDA201,C,89
100089,John,Miller,john.miller@sjsu.edu,DATA201,A,71
100089,John,Miller,john.miller@sjsu.edu,DATA204,D,52
100090,Michael,Davis,michael.davis@sjsu.edu,DATA204,B,82
100090,Michael,Davis,michael.davis@sjsu.edu,DATA203,D,85
100090,Michael,Davis,michael.davis@sjsu.edu,DATA202,D,60
100090,Michael,Davis,michael.davis@sjsu.edu,ISDA201,A,66
100091,Sarah,Smith,sarah.smith1@sjsu.edu,DATA200,A,79
100091,Sarah,Smith,sarah.smith1@sjsu.edu,ISDA204,F,59
100091,Sarah,Smith,sarah.smith1@sjsu.edu,DATA203,C,78
100091,Sarah,Smith,sarah.smith1@sjsu.edu,DATA201,B,81
100092,Jane,Davis,jane.davis@sjsu.edu,DATA203,D,80
100092,Jane,Davis,jane.davis@sjsu.edu,ISDA200,C,68
100092,Jane,Davis,jane.davis@sjsu.edu,ISDA204,A,58
100092,Jane,Davis,jane.davis@sjsu.edu,DATA200,D,71
100093,Laura,Martinez,laura.martinez1@sjsu.edu,ISDA203,A,82
100093,Laura,Martinez,laura.martinez1@sjsu.edu,ISDA200,F,92
100093,Laura,Martinez,laura.martinez1@sjsu.edu,DATA202,B,58
100094,Laura,Garcia,laura.garcia@sjsu.edu,ISDA204,C,80
100094,Laura,Garcia,laura.garcia@sjsu.edu,ISDA203,F,56
100094,Laura,Garcia,laura.garcia@sjsu.edu,DATA204,A,89
100095,Jane,Rodriguez,jane.rodriguez@sjsu.edu,DATA200,D,76
100095,Jane,Rodriguez,jane.rodriguez@sjsu.edu,ISDA200,C,92
100095,Jane,Rodriguez,jane.rodriguez@sjsu.edu,DATA203,D,82
100095,Jane,Rodriguez,jane.rodriguez@sjsu.edu,DATA204,B,96
100096,Sarah,Davis,sarah.davis@sjsu.edu,ISDA203,F,69
100096,Sarah,Davis,sarah.davis@sjsu.edu,ISDA201,C,80
100096,Sarah,Davis,sarah.davis@sjsu.edu,DATA200,B,64
100096,Sarah,Davis,sarah.davis@sjsu.edu,DATA201,C,91
100097,Laura,Williams,laura.williams2@sjsu.edu,DATA203,B,73
100097,Laura,Williams,laura.williams2@sjsu.edu,DATA201,F,88
100097,Laura,Williams,laura.williams2@sjsu.edu,DATA200,A,53
100097,Laura,Williams,laura.williams2@sjsu.edu,ISDA201,D,99
100098,Emily,Garcia,emily.garcia1@sjsu.edu,DATA203,C,82
100098,Emily,Garcia,emily.garcia1@sjsu.edu,ISDA201,B,52
100098,Emily,Garcia,emily.garcia1@sjsu.edu,ISDA204,C,50
100098,Emily,Garcia,emily.garcia1@sjsu.edu,ISDA202,B,53
100099,Emily,Davis,emily.davis@sjsu.edu,DATA200,A,63
100099,Emily,Davis,emily.davis@sjsu.edu,ISDA203,A,80
100099,Emily,Davis,emily.davis@sjsu.edu,ISDA200,D,94
100099,Emily,Davis,emily.davis@sjsu.edu,DATA203,C,75
100100,Michael,Martinez,michael.martinez1@sjsu.edu,DATA204,C,90
100100,Michael,Martinez,michael.martinez1@sjsu.edu,ISDA204,F,67
100100,Michael,Martinez,michael.martinez1@sjsu.edu,ISDA203,C,89
100101,David,Martinez,david.martinez@sjsu.edu,DATA201,C,56
100101,David,Martinez,david.martinez@sjsu.edu,DATA200,A,88
100101,David,Martinez,david.martinez@sjsu.edu,DATA204,B,72
100102,Robert,Jones,robert.jones1@sjsu.edu,ISDA200,F,69
100102,Robert,Jones,robert.jones1@sjsu.edu,DATA202,B,100
100102,Robert,Jones,robert.jones1@sjsu.edu,DATA200,B,99
100102,Robert,Jones,robert.jones1@sjsu.edu,ISDA203,B,94
100103,Emily,Davis,emily.davis1@sjsu.edu,ISDA203,D,88
100103,Emily,Davis,emily.davis1@sjsu.edu,ISDA204,D,76
100103,Emily,Davis,emily.davis1@sjsu.edu,DATA202,F,83
100104,Alex,Miller,alex.miller2@sjsu.edu,ISDA203,F,84
100104,Alex,Miller,alex.miller2@sjsu.edu,ISDA202,F,89
100104,Alex,Miller,alex.miller2@sjsu.edu,DATA201,F,85
100104,Alex,Miller,alex.miller2@sjsu.edu,ISDA204,A,59
100105,Emma,Jones,emma.jones@sjsu.edu,ISDA204,F,58
100105,Emma,Jones,emma.jones@sjsu.edu,ISDA203,F,87
100105,Emma,Jones,emma.jones@sjsu.edu,DATA200,F,82
100105,Emma,Jones,emma.jones@sjsu.edu,DATA203,D,87
100106,Michael,Miller,michael.miller@sjsu.edu,DATA204,F,55
100106,Michael,Miller,michael.miller@sjsu.edu,ISDA200,F,96
100106,Michael,Miller,michael.miller@sjsu.edu,ISDA204,D,68
100107,Alex,Johnson,alex.johnson@sjsu.edu,ISDA203,D,74
100107,Alex,Johnson,alex.johnson@sjsu.edu,ISDA202,F,98
100107,Alex,Johnson,alex.johnson@sjsu.edu,DATA201,A,87
100107,Alex,Johnson,alex.johnson@sjsu.edu,DATA202,F,60
100108,Jane,Jones,jane.jones@sjsu.edu,ISDA201,F,78
100108,Jane,Jones,jane.jones@sjsu.edu,ISDA204,C,52
100108,Jane,Jones,jane.jones@sjsu.edu,DATA202,D,99
100109,Laura,Johnson,laura.johnson2@sjsu.edu,DATA202,D,53
100109,Laura,Johnson,laura.johnson2@sjsu.edu,DATA201,B,94
100109,Laura,Johnson,laura.johnson2@sjsu.edu,ISDA202,F,74
100109,Laura,Johnson,laura.johnson2@sjsu.edu,DATA204,F,99
100110,Alex,Williams,alex.williams@sjsu.edu,ISDA200,F,73
100110,Alex,Williams,alex.williams@sjsu.edu,ISDA201,A,54
100110,Alex,Williams,alex.williams@sjsu.edu,ISDA203,B,100
100111,John,Garcia,john.garcia2@sjsu.edu,DATA202,C,57
100111,John,Garcia,john.garcia2@sjsu.edu,ISDA201,D,89
100111,John,Garcia,john.garcia2@sjsu.edu,ISDA202,C,68
